system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,SCL,WVP,hours_from_measurement,ndvi,ndwi,sample_idx,.geo
4371,0.504,0.0454,0.11370000000000001,0.07830000000000001,0.057100000000000005,0.0823,0.0664,0.1109,0.1206,0.1336,0.132,0.1353,0.117,0.0,5,3.287,101.98062361111111,0.33064516129032256,-0.23191787214185725,6153,"{""type"":""MultiPoint"",""coordinates"":[]}"
4372,0.306,0.46540000000000004,0.1647,0.1399,0.456,0.43170000000000003,0.3849,0.41750000000000004,0.3766,0.3574,0.3836,0.3391,1.6173000000000002,0.91,9,4.3020000000000005,20.013219444444445,-0.0016916070266753721,0.05899668833558203,6725,"{""type"":""MultiPoint"",""coordinates"":[]}"
4373,0.306,0.46540000000000004,0.1647,0.1399,0.456,0.43170000000000003,0.3849,0.41750000000000004,0.3766,0.3574,0.3836,0.3391,1.6173000000000002,0.91,9,4.3020000000000005,29.44655277777778,-0.0016916070266753721,0.05899668833558203,6726,"{""type"":""MultiPoint"",""coordinates"":[]}"
4374,0.162,0.23770000000000002,0.2847,0.2479,0.21610000000000001,0.24450000000000002,0.24480000000000002,0.2798,0.29510000000000003,0.31930000000000003,0.30770000000000003,0.3239,0.5624,0.86,9,2.226,19.445943055555556,0.11384615384615387,-0.11445128576602681,6813,"{""type"":""MultiPoint"",""coordinates"":[]}"
4375,0.41400000000000003,0.054700000000000006,0.12510000000000002,0.0786,0.0587,0.0857,0.0666,0.124,0.1665,0.1829,0.1637,0.1743,0.18330000000000002,0.0,5,5.313,115.91246166666667,0.42162396873643077,-0.31275060144346434,6962,"{""type"":""MultiPoint"",""coordinates"":[]}"
4376,0.432,0.5257000000000001,0.2627,0.2381,0.4847,0.4787,0.4727,0.4742,0.5004000000000001,0.5339,0.513,0.533,0.2852,1.0,9,,6.245978055555556,0.040884650502181194,-0.03458707270343853,6963,"{""type"":""MultiPoint"",""coordinates"":[]}"
4377,0.186,1.118,0.6556000000000001,0.4811,1.0426,1.0097,1.0054,1.1029,1.0402,1.0208000000000002,0.9471,1.0282,1.497,1.0,9,6.0200000000000005,92.56358888888889,-0.029859154929577473,0.03199100572363041,7258,"{""type"":""MultiPoint"",""coordinates"":[]}"
4378,0.222,0.0431,0.1078,0.0582,0.0431,0.0692,0.0438,0.1008,0.16840000000000002,0.1895,0.1757,0.19390000000000002,0.1841,0.0,4,5.267,43.64621361111111,0.6009111617312073,-0.43487137607186604,7523,"{""type"":""MultiPoint"",""coordinates"":[]}"
4379,0.222,0.0431,0.1078,0.0582,0.0431,0.0692,0.0438,0.1008,0.16840000000000002,0.1895,0.1757,0.19390000000000002,0.1841,0.0,4,5.267,53.49621361111111,0.6009111617312073,-0.43487137607186604,7526,"{""type"":""MultiPoint"",""coordinates"":[]}"
4380,0.36,0.027,0.025500000000000002,0.0143,0.0335,0.058,0.0345,0.1024,0.0947,0.096,0.0789,0.0629,0.1105,0.0,6,2.028,68.6144375,0.3915343915343915,-0.1526661796932067,5764,"{""type"":""MultiPoint"",""coordinates"":[]}"
4381,0.36,0.027,0.025500000000000002,0.0143,0.0335,0.058,0.0345,0.1024,0.0947,0.096,0.0789,0.0629,0.1105,0.0,6,2.028,76.8644375,0.3915343915343915,-0.1526661796932067,5786,"{""type"":""MultiPoint"",""coordinates"":[]}"
