sample_idx,sample_dt,pond_id,region,farm,morning,hour,do_mg_per_L,ph,turbidity_cm,ammonia_mg_per_L,do_winkler,prev_matches_time,prev_sample_dt,prev_do_mg_per_L,prev_ph,prev_turbidity_cm,prev_ammonia_mg_per_L,prev_individuals_air_gulping,prev_individuals_tail_splashing,prev_dead_fish,prev_feed_amount_kg,prev_stocking_density_per_acre,prev_weight,prev_species_catla,prev_species_rohu,prev_species_roopchand,prev_species_grass_carp,prev_species_pangasius,prev_species_whiteleg_shrimp
1433,2022-04-19 06:37:00+05:30,NL-BAS1,NL,NL-BAS,True,6,3.4,8.02,22.0,0.0,False,True,2022-04-05 06:55:00+05:30,3.4,8.12,21.0,0.0,,,,370.0,,,,,,,,
1438,2022-04-19 17:15:00+05:30,NL-BAS1,NL,NL-BAS,False,17,9.5,8.44,22.0,0.0,False,True,2022-04-05 17:20:00+05:30,9.9,8.36,21.0,,,,,370.0,,,,,,,,
1542,2022-05-05 06:45:00+05:30,NL-BAS1,NL,NL-BAS,True,6,3.2,8.46,24.0,,False,True,2022-04-19 06:37:00+05:30,3.4,8.02,22.0,0.0,,,,90.0,3000.0,,,,,,,
1545,2022-05-05 17:05:00+05:30,NL-BAS1,NL,NL-BAS,False,17,11.3,9.02,24.0,,False,True,2022-04-19 17:15:00+05:30,9.5,8.44,22.0,0.0,,,,90.0,3000.0,,,,,,,
1691,2022-05-24 06:40:00+05:30,NL-BAS1,NL,NL-BAS,True,6,4.1,8.1,25.0,0.0,False,True,2022-05-05 06:45:00+05:30,3.2,8.46,24.0,,,,,120.0,3000.0,,,,,,,
1693,2022-05-24 17:05:00+05:30,NL-BAS1,NL,NL-BAS,False,17,9.0,8.39,25.0,0.0,False,True,2022-05-05 17:05:00+05:30,11.3,9.02,24.0,,,,,120.0,3000.0,,,,,,,
1827,2022-06-13 07:15:00+05:30,NL-BAS1,NL,NL-BAS,True,7,3.7,7.83,27.0,0.0,False,True,2022-05-24 06:40:00+05:30,4.1,8.1,25.0,0.0,,,,120.0,3000.0,,,,,,,
1829,2022-06-13 16:40:00+05:30,NL-BAS1,NL,NL-BAS,False,16,10.5,8.19,27.0,0.0,False,True,2022-05-24 17:05:00+05:30,9.0,8.39,25.0,0.0,,,,120.0,3000.0,,,,,,,
1913,2022-06-22 07:30:00+05:30,NL-BAS1,NL,NL-BAS,True,7,3.9,8.06,29.0,0.0,False,True,2022-06-13 07:15:00+05:30,3.7,7.83,27.0,0.0,,,,120.0,3000.0,,,,,,,
1918,2022-06-22 18:05:00+05:30,NL-BAS1,NL,NL-BAS,False,18,9.9,8.36,29.0,,False,True,2022-06-13 16:40:00+05:30,10.5,8.19,27.0,0.0,,,,120.0,3000.0,,,,,,,
1996,2022-07-08 06:35:00+05:30,NL-BAS1,NL,NL-BAS,True,6,3.5,8.03,27.0,0.0,False,True,2022-06-22 07:30:00+05:30,3.9,8.06,29.0,0.0,,,,250.0,3000.0,,,,,,,
2001,2022-07-08 16:30:00+05:30,NL-BAS1,NL,NL-BAS,False,16,5.6,8.3,27.0,0.0,False,True,2022-06-22 18:05:00+05:30,9.9,8.36,29.0,,,,,250.0,3000.0,,,,,,,
2144,2022-08-02 06:50:00+05:30,NL-BAS1,NL,NL-BAS,True,6,4.0,8.18,28.0,0.0,False,True,2022-07-08 06:35:00+05:30,3.5,8.03,27.0,0.0,,,,300.0,3000.0,,,,,,,
2149,2022-08-02 16:30:00+05:30,NL-BAS1,NL,NL-BAS,False,16,8.6,8.3,28.0,0.0,False,True,2022-07-08 16:30:00+05:30,5.6,8.3,27.0,0.0,,,,300.0,3000.0,,,,,,,
2223,2022-08-13 06:15:00+05:30,NL-BAS1,NL,NL-BAS,True,6,3.8,8.0,30.0,0.03,False,True,2022-08-02 06:50:00+05:30,4.0,8.18,28.0,0.0,,,,300.0,3000.0,,,,,,,
2229,2022-08-13 16:05:00+05:30,NL-BAS1,NL,NL-BAS,False,16,9.0,8.36,30.0,0.03,False,True,2022-08-02 16:30:00+05:30,8.6,8.3,28.0,0.0,,,,300.0,3000.0,,,,,,,
5296,2023-11-16 07:01:00+05:30,NL-BJD1,NL,NL-BJD,True,7,3.6,8.04,29.0,0.07,False,,,,,,,,,,,,,,,,,,
5301,2023-11-16 16:11:00+05:30,NL-BJD1,NL,NL-BJD,False,16,10.8,8.32,,,False,,,,,,,,,,,,,,,,,,
5638,2023-12-16 07:21:00+05:30,NL-BJD1,NL,NL-BJD,True,7,3.4,8.0,30.0,0.1,False,True,2023-11-16 07:01:00+05:30,3.6,8.04,29.0,0.07,0.0,0.0,0.0,80.0,3000.0,300.0,False,False,False,False,False,False
5639,2023-12-16 16:37:00+05:30,NL-BJD1,NL,NL-BJD,False,16,9.1,8.25,30.0,0.1,False,True,2023-11-16 16:11:00+05:30,10.8,8.32,,,0.0,0.0,,,,,,,,,,
5772,2024-01-05 07:38:00+05:30,NL-BJD1,NL,NL-BJD,True,7,3.3,8.11,28.0,0.16,False,True,2023-12-16 07:21:00+05:30,3.4,8.0,30.0,0.1,0.0,0.0,0.0,80.0,3000.0,400.0,False,False,False,False,False,False
5773,2024-01-05 16:36:00+05:30,NL-BJD1,NL,NL-BJD,False,16,9.2,8.32,28.0,0.16,False,True,2023-12-16 16:37:00+05:30,9.1,8.25,30.0,0.1,0.0,0.0,0.0,,3000.0,,False,False,False,False,False,False
5957,2024-02-06 07:15:00+05:30,NL-BJD1,NL,NL-BJD,True,7,2.5,8.09,28.0,0.19,False,True,2024-01-05 07:38:00+05:30,3.3,8.11,28.0,0.16,0.0,0.0,0.0,80.0,3000.0,550.0,False,False,False,False,False,False
5958,2024-02-06 16:03:00+05:30,NL-BJD1,NL,NL-BJD,False,16,8.3,8.35,28.0,0.19,False,True,2024-01-05 16:36:00+05:30,9.2,8.32,28.0,0.16,0.0,0.0,0.0,,3000.0,550.0,False,False,False,False,False,False
6162,2024-03-05 07:19:00+05:30,NL-BJD1,NL,NL-BJD,True,7,3.2,8.41,30.0,0.14,False,True,2024-02-06 07:15:00+05:30,2.5,8.09,28.0,0.19,0.0,0.0,0.0,80.0,3000.0,700.0,False,False,False,False,False,False
6163,2024-03-05 16:53:00+05:30,NL-BJD1,NL,NL-BJD,False,16,8.5,8.63,30.0,0.14,False,True,2024-02-06 16:03:00+05:30,8.3,8.35,28.0,0.19,0.0,0.0,0.0,,3000.0,700.0,False,False,False,False,False,False
6406,2024-04-05 06:52:00+05:30,NL-BJD1,NL,NL-BJD,True,6,3.3,8.14,29.0,0.12,False,True,2024-03-05 07:19:00+05:30,3.2,8.41,30.0,0.14,0.0,0.0,0.0,80.0,3000.0,850.0,False,False,False,False,False,False
6407,2024-04-05 16:58:00+05:30,NL-BJD1,NL,NL-BJD,False,16,8.4,8.44,29.0,0.12,False,True,2024-03-05 16:53:00+05:30,8.5,8.63,30.0,0.14,0.0,0.0,0.0,,3000.0,850.0,False,False,False,False,False,False
6506,2024-04-19 06:38:00+05:30,NL-BJD1,NL,NL-BJD,True,6,3.5,8.26,20.0,0.14,False,True,2024-04-05 06:52:00+05:30,3.3,8.14,29.0,0.12,0.0,0.0,0.0,80.0,3750.0,950.0,False,False,False,False,False,False
6507,2024-04-19 16:58:00+05:30,NL-BJD1,NL,NL-BJD,False,16,8.9,8.47,28.0,0.14,False,True,2024-04-05 16:58:00+05:30,8.4,8.44,29.0,0.12,0.0,0.0,0.0,,3750.0,950.0,False,False,False,False,False,False
6602,2024-05-03 06:51:00+05:30,NL-BJD1,NL,NL-BJD,True,6,3.3,8.19,28.0,0.22,False,True,2024-04-19 06:38:00+05:30,3.5,8.26,20.0,0.14,0.0,0.0,0.0,80.0,3750.0,950.0,False,False,False,False,False,False
6603,2024-05-03 17:18:00+05:30,NL-BJD1,NL,NL-BJD,False,17,8.4,8.39,28.0,0.22,False,True,2024-04-19 16:58:00+05:30,8.9,8.47,28.0,0.14,0.0,0.0,0.0,,3750.0,950.0,False,False,False,False,False,False
6733,2024-05-17 07:15:00+05:30,NL-BJD1,NL,NL-BJD,True,7,3.2,8.23,29.0,0.24,False,True,2024-05-03 06:51:00+05:30,3.3,8.19,28.0,0.22,0.0,0.0,0.0,50.0,1750.0,750.0,False,False,False,False,False,False
6734,2024-05-17 17:19:00+05:30,NL-BJD1,NL,NL-BJD,False,17,7.1,8.46,29.0,0.24,False,True,2024-05-03 17:18:00+05:30,8.4,8.39,28.0,0.22,0.0,0.0,0.0,,1750.0,750.0,False,False,False,False,False,False
7766,2024-10-31 07:32:00+05:30,NL-BJD1,NL,NL-BJD,True,7,4.1,7.96,35.0,0.04,False,True,2024-05-17 07:15:00+05:30,3.2,8.23,29.0,0.24,0.0,0.0,0.0,50.0,1750.0,750.0,False,False,False,False,False,False
7767,2024-10-31 17:18:00+05:30,NL-BJD1,NL,NL-BJD,False,17,9.4,8.21,,,False,True,2024-05-17 17:19:00+05:30,7.1,8.46,29.0,0.24,0.0,0.0,0.0,,1750.0,750.0,False,False,False,False,False,False
8230,2024-12-14 07:03:00+05:30,NL-BJD1,NL,NL-BJD,True,7,3.5,7.93,,0.21,True,True,2024-10-31 07:32:00+05:30,4.1,7.96,35.0,0.04,0.0,0.0,0.0,30.0,3448.0,100.0,True,True,False,False,False,False
8231,2024-12-14 16:47:00+05:30,NL-BJD1,NL,NL-BJD,False,16,8.5,8.21,,,True,True,2024-10-31 17:18:00+05:30,9.4,8.21,,,0.0,0.0,0.0,,3448.0,100.0,True,True,False,False,False,False
917,2022-02-07 07:20:00+05:30,NL-BNG1,NL,NL-BNG,True,7,4.4,8.12,34.0,0.0,False,,,,,,,,,,,,,,,,,,
927,2022-02-07 17:30:00+05:30,NL-BNG1,NL,NL-BNG,False,17,9.0,8.34,34.0,,False,,,,,,,,,,,,,,,,,,
1021,2022-02-21 07:28:00+05:30,NL-BNG1,NL,NL-BNG,True,7,4.4,7.77,34.0,0.0,False,True,2022-02-07 07:20:00+05:30,4.4,8.12,34.0,0.0,,,,30.0,,,,,,,,
1024,2022-02-21 17:40:00+05:30,NL-BNG1,NL,NL-BNG,False,17,10.9,8.09,34.0,,False,True,2022-02-07 17:30:00+05:30,9.0,8.34,34.0,,,,,30.0,,,,,,,,
1133,2022-03-09 07:25:00+05:30,NL-BNG1,NL,NL-BNG,True,7,3.9,7.74,21.0,0.0,False,True,2022-02-21 07:28:00+05:30,4.4,7.77,34.0,0.0,,,,25.0,,,,,,,,
1138,2022-03-09 17:28:00+05:30,NL-BNG1,NL,NL-BNG,False,17,10.0,8.38,21.0,,False,True,2022-02-21 17:40:00+05:30,10.9,8.09,34.0,,,,,25.0,,,,,,,,
1230,2022-03-23 07:30:00+05:30,NL-BNG1,NL,NL-BNG,True,7,2.0,8.27,18.0,0.03,False,True,2022-03-09 07:25:00+05:30,3.9,7.74,21.0,0.0,,,,60.0,,,,,,,,
1232,2022-03-23 16:50:00+05:30,NL-BNG1,NL,NL-BNG,False,16,10.8,8.06,18.0,,False,True,2022-03-09 17:28:00+05:30,10.0,8.38,21.0,,,,,60.0,,,,,,,,
1348,2022-04-08 07:30:00+05:30,NL-BNG1,NL,NL-BNG,True,7,3.7,7.93,24.0,0.0,False,True,2022-03-23 07:30:00+05:30,2.0,8.27,18.0,0.03,,,,70.0,,,,,,,,
1356,2022-04-08 17:25:00+05:30,NL-BNG1,NL,NL-BNG,False,17,9.4,8.23,24.0,,False,True,2022-03-23 16:50:00+05:30,10.8,8.06,18.0,,,,,70.0,,,,,,,,
1480,2022-04-25 07:27:00+05:30,NL-BNG1,NL,NL-BNG,True,7,3.8,7.94,24.0,0.0,False,True,2022-04-08 07:30:00+05:30,3.7,7.93,24.0,0.0,,,,75.0,,,,,,,,
1484,2022-04-25 18:05:00+05:30,NL-BNG1,NL,NL-BNG,False,18,10.3,8.34,24.0,,False,True,2022-04-08 17:25:00+05:30,9.4,8.23,24.0,,,,,75.0,,,,,,,,
1591,2022-05-10 07:30:00+05:30,NL-BNG1,NL,NL-BNG,True,7,3.2,8.21,22.0,,False,True,2022-04-25 07:27:00+05:30,3.8,7.94,24.0,0.0,,,,60.0,1750.0,,,,,,,
1593,2022-05-10 16:45:00+05:30,NL-BNG1,NL,NL-BNG,False,16,6.0,8.41,22.0,,False,True,2022-04-25 18:05:00+05:30,10.3,8.34,24.0,,,,,60.0,1750.0,,,,,,,
1715,2022-05-28 07:27:00+05:30,NL-BNG1,NL,NL-BNG,True,7,4.3,8.54,23.0,0.0,False,True,2022-05-10 07:30:00+05:30,3.2,8.21,22.0,,,,,60.0,1750.0,,,,,,,
1718,2022-05-28 17:10:00+05:30,NL-BNG1,NL,NL-BNG,False,17,10.7,8.62,23.0,0.0,False,True,2022-05-10 16:45:00+05:30,6.0,8.41,22.0,,,,,60.0,1750.0,,,,,,,
1833,2022-06-14 06:45:00+05:30,NL-BNG1,NL,NL-BNG,True,6,3.7,8.1,25.0,0.0,False,True,2022-05-28 07:27:00+05:30,4.3,8.54,23.0,0.0,,,,60.0,1750.0,,,,,,,
1842,2022-06-14 16:45:00+05:30,NL-BNG1,NL,NL-BNG,False,16,9.3,8.23,25.0,0.0,False,True,2022-05-28 17:10:00+05:30,10.7,8.62,23.0,0.0,,,,60.0,1750.0,,,,,,,
1929,2022-06-24 07:15:00+05:30,NL-BNG1,NL,NL-BNG,True,7,4.3,8.11,26.0,0.0,False,True,2022-06-14 06:45:00+05:30,3.7,8.1,25.0,0.0,,,,70.0,1750.0,,,,,,,
1933,2022-06-24 17:15:00+05:30,NL-BNG1,NL,NL-BNG,False,17,9.0,8.3,26.0,0.0,False,True,2022-06-14 16:45:00+05:30,9.3,8.23,25.0,0.0,,,,70.0,1750.0,,,,,,,
2080,2022-07-27 07:05:00+05:30,NL-BNG1,NL,NL-BNG,True,7,3.6,7.56,25.0,0.0,False,True,2022-06-24 07:15:00+05:30,4.3,8.11,26.0,0.0,,,,70.0,1750.0,,,,,,,
2083,2022-07-27 16:55:00+05:30,NL-BNG1,NL,NL-BNG,False,16,9.7,8.39,25.0,0.0,False,True,2022-06-24 17:15:00+05:30,9.0,8.3,26.0,0.0,,,,70.0,1750.0,,,,,,,
2171,2022-08-06 06:35:00+05:30,NL-BNG1,NL,NL-BNG,True,6,3.4,7.83,28.0,0.0,False,True,2022-07-27 07:05:00+05:30,3.6,7.56,25.0,0.0,,,,70.0,1750.0,,,,,,,
2174,2022-08-06 16:30:00+05:30,NL-BNG1,NL,NL-BNG,False,16,10.1,8.21,28.0,0.0,False,True,2022-07-27 16:55:00+05:30,9.7,8.39,25.0,0.0,,,,70.0,1750.0,,,,,,,
6259,2024-02-27 06:23:00+05:30,NL-BNG1,NL,NL-BNG,True,6,3.6,7.91,35.0,0.07,False,True,2022-08-06 06:35:00+05:30,3.4,7.83,28.0,0.0,,,,60.0,1750.0,,,,,,,
6269,2024-02-27 16:08:00+05:30,NL-BNG1,NL,NL-BNG,False,16,10.3,8.19,35.0,0.07,False,True,2022-08-06 16:30:00+05:30,10.1,8.21,28.0,0.0,,,,60.0,1750.0,,,,,,,
6328,2024-03-28 06:44:00+05:30,NL-BNG1,NL,NL-BNG,True,6,3.6,8.06,33.0,0.04,False,True,2024-02-27 06:23:00+05:30,3.6,7.91,35.0,0.07,0.0,0.0,0.0,10.0,,,,,,,,
6329,2024-03-28 16:48:00+05:30,NL-BNG1,NL,NL-BNG,False,16,9.6,8.28,33.0,0.04,False,True,2024-02-27 16:08:00+05:30,10.3,8.19,35.0,0.07,0.0,0.0,0.0,,2600.0,,True,True,False,False,False,False
6534,2024-04-25 06:32:00+05:30,NL-BNG1,NL,NL-BNG,True,6,3.8,8.17,32.0,0.06,False,True,2024-03-28 06:44:00+05:30,3.6,8.06,33.0,0.04,0.0,10.0,0.0,10.0,2600.0,,True,True,False,False,False,False
6535,2024-04-25 17:38:00+05:30,NL-BNG1,NL,NL-BNG,False,17,10.9,8.36,32.0,0.06,False,True,2024-03-28 16:48:00+05:30,9.6,8.28,33.0,0.04,0.0,12.0,0.0,,2600.0,,True,True,False,False,False,False
6795,2024-05-25 06:28:00+05:30,NL-BNG1,NL,NL-BNG,True,6,3.4,8.13,30.0,0.02,False,True,2024-04-25 06:32:00+05:30,3.8,8.17,32.0,0.06,0.0,0.0,0.0,15.0,2600.0,200.0,True,True,False,False,False,False
6796,2024-05-25 16:48:00+05:30,NL-BNG1,NL,NL-BNG,False,16,8.9,8.3,30.0,0.02,False,True,2024-04-25 17:38:00+05:30,10.9,8.36,32.0,0.06,0.0,0.0,0.0,,2600.0,200.0,True,True,False,False,False,False
6917,2024-06-25 06:10:00+05:30,NL-BNG1,NL,NL-BNG,True,6,4.1,8.08,29.0,0.08,False,True,2024-05-25 06:28:00+05:30,3.4,8.13,30.0,0.02,0.0,0.0,0.0,25.0,2600.0,300.0,True,True,False,False,False,False
6918,2024-06-25 16:34:00+05:30,NL-BNG1,NL,NL-BNG,False,16,10.2,8.27,29.0,0.08,False,True,2024-05-25 16:48:00+05:30,8.9,8.3,30.0,0.02,0.0,0.0,0.0,,2600.0,300.0,True,True,False,False,False,False
7059,2024-07-25 07:26:00+05:30,NL-BNG1,NL,NL-BNG,True,7,4.3,7.96,31.0,0.06,False,True,2024-06-25 06:10:00+05:30,4.1,8.08,29.0,0.08,0.0,8.0,0.0,30.0,2600.0,400.0,True,True,False,False,False,False
7060,2024-07-25 17:09:00+05:30,NL-BNG1,NL,NL-BNG,False,17,10.3,8.23,,,False,True,2024-06-25 16:34:00+05:30,10.2,8.27,29.0,0.08,0.0,6.0,0.0,,2600.0,400.0,True,True,False,False,False,False
7269,2024-09-09 06:33:00+05:30,NL-BNG1,NL,NL-BNG,True,6,3.6,8.09,30.0,0.11,False,True,2024-07-25 07:26:00+05:30,4.3,7.96,31.0,0.06,0.0,0.0,0.0,35.0,2600.0,500.0,True,True,False,False,False,False
7270,2024-09-09 16:30:00+05:30,NL-BNG1,NL,NL-BNG,False,16,8.6,8.22,,,False,True,2024-07-25 17:09:00+05:30,10.3,8.23,,,0.0,0.0,0.0,,2600.0,500.0,True,True,False,False,False,False
7621,2024-10-09 07:05:00+05:30,NL-BNG1,NL,NL-BNG,True,7,2.7,8.14,29.0,0.14,False,True,2024-09-09 06:33:00+05:30,3.6,8.09,30.0,0.11,0.0,0.0,0.0,40.0,2600.0,600.0,True,True,False,False,False,False
7622,2024-10-09 17:03:00+05:30,NL-BNG1,NL,NL-BNG,False,17,8.3,8.38,,,False,True,2024-09-09 16:30:00+05:30,8.6,8.22,,,0.0,0.0,0.0,,2600.0,600.0,True,True,False,False,False,False
7814,2024-11-08 06:38:00+05:30,NL-BNG1,NL,NL-BNG,True,6,3.4,8.11,28.0,0.12,False,True,2024-10-09 07:05:00+05:30,2.7,8.14,29.0,0.14,0.0,0.0,0.0,40.0,2600.0,650.0,True,True,False,False,False,False
7815,2024-11-08 16:03:00+05:30,NL-BNG1,NL,NL-BNG,False,16,9.2,8.41,,,False,True,2024-10-09 17:03:00+05:30,8.3,8.38,,,0.0,0.0,0.0,,2600.0,650.0,True,True,False,False,False,False
8132,2024-12-08 07:09:00+05:30,NL-BNG1,NL,NL-BNG,True,7,3.7,8.17,,0.24,True,True,2024-11-08 06:38:00+05:30,3.4,8.11,28.0,0.12,0.0,0.0,0.0,40.0,2600.0,700.0,True,True,False,False,False,False
8133,2024-12-08 16:14:00+05:30,NL-BNG1,NL,NL-BNG,False,16,8.8,8.43,,,True,True,2024-11-08 16:03:00+05:30,9.2,8.41,,,0.0,0.0,0.0,,2600.0,700.0,True,True,False,False,False,False
100,2021-08-20 06:45:00+05:30,NL-CHI1,NL,NL-CHI,True,6,2.8,8.12,34.0,0.0,False,,,,,,,,,,,,,,,,,,
104,2021-08-20 17:45:00+05:30,NL-CHI1,NL,NL-CHI,False,17,11.7,8.42,,,False,,,,,,,,,,,,,,,,,,
149,2021-09-01 08:00:00+05:30,NL-CHI1,NL,NL-CHI,True,8,2.7,8.49,28.0,,False,True,2021-08-20 06:45:00+05:30,2.8,8.12,34.0,0.0,,,,,,,,,,,,
152,2021-09-01 18:00:00+05:30,NL-CHI1,NL,NL-CHI,False,18,6.3,8.41,32.0,,False,True,2021-08-20 17:45:00+05:30,11.7,8.42,,,,,,,,,,,,,,
206,2021-09-16 07:10:00+05:30,NL-CHI1,NL,NL-CHI,True,7,2.7,8.3,25.0,0.0,False,True,2021-09-01 08:00:00+05:30,2.7,8.49,28.0,,,,,,,,,,,,,
210,2021-09-16 17:50:00+05:30,NL-CHI1,NL,NL-CHI,False,17,7.6,8.78,0.0,0.0,False,True,2021-09-01 18:00:00+05:30,6.3,8.41,32.0,,,,,,,,,,,,,
312,2021-10-16 07:10:00+05:30,NL-CHI1,NL,NL-CHI,True,7,2.7,8.3,25.0,0.0,False,True,2021-09-16 07:10:00+05:30,2.7,8.3,25.0,0.0,,,,,,,,,,,,
313,2021-10-16 17:50:00+05:30,NL-CHI1,NL,NL-CHI,False,17,7.6,8.78,0.0,0.0,False,True,2021-09-16 17:50:00+05:30,7.6,8.78,0.0,0.0,,,,,,,,,,,,
690,2022-01-03 07:16:00+05:30,NL-CHI1,NL,NL-CHI,True,7,5.6,7.53,75.0,,False,True,2021-10-16 07:10:00+05:30,2.7,8.3,25.0,0.0,,,,,,,,,,,,
692,2022-01-03 17:01:00+05:30,NL-CHI1,NL,NL-CHI,False,17,9.3,7.71,75.0,,False,True,2021-10-16 17:50:00+05:30,7.6,8.78,0.0,0.0,,,,,,,,,,,,
772,2022-01-18 06:59:00+05:30,NL-CHI1,NL,NL-CHI,True,6,4.0,7.87,45.0,0.0,False,True,2022-01-03 07:16:00+05:30,5.6,7.53,75.0,,,,,50.0,,,,,,,,
786,2022-01-18 18:00:00+05:30,NL-CHI1,NL,NL-CHI,False,18,9.9,8.25,45.0,,False,True,2022-01-03 17:01:00+05:30,9.3,7.71,75.0,,,,,50.0,,,,,,,,
623,2021-12-23 06:59:00+05:30,NL-CHS1,NL,NL-CHS,True,6,3.2,7.53,34.0,0.0,False,,,,,,,,,,,,,,,,,,
626,2021-12-23 16:35:00+05:30,NL-CHS1,NL,NL-CHS,False,16,8.4,8.26,,,False,,,,,,,,,,,,,,,,,,
704,2022-01-05 07:10:00+05:30,NL-CHS1,NL,NL-CHS,True,7,6.5,7.88,38.0,,False,True,2021-12-23 06:59:00+05:30,3.2,7.53,34.0,0.0,,,,,,,,,,,,
711,2022-01-05 17:08:00+05:30,NL-CHS1,NL,NL-CHS,False,17,11.4,8.08,38.0,,False,True,2021-12-23 16:35:00+05:30,8.4,8.26,,,,,,,,,,,,,,
821,2022-01-22 07:15:00+05:30,NL-CHS1,NL,NL-CHS,True,7,4.8,8.35,29.0,0.0,False,True,2022-01-05 07:10:00+05:30,6.5,7.88,38.0,,,,,10.0,,,,,,,,
826,2022-01-22 16:58:00+05:30,NL-CHS1,NL,NL-CHS,False,16,11.5,8.48,29.0,,False,True,2022-01-05 17:08:00+05:30,11.4,8.08,38.0,,,,,,,,,,,,,
904,2022-02-03 07:20:00+05:30,NL-CHS1,NL,NL-CHS,True,7,4.0,8.04,29.0,0.0,False,True,2022-01-22 07:15:00+05:30,4.8,8.35,29.0,0.0,,,,20.0,,,,,,,,
911,2022-02-03 17:45:00+05:30,NL-CHS1,NL,NL-CHS,False,17,8.4,8.21,29.0,,False,True,2022-01-22 16:58:00+05:30,11.5,8.48,29.0,,,,,,,,,,,,,
1008,2022-02-18 07:25:00+05:30,NL-CHS1,NL,NL-CHS,True,7,3.4,7.58,28.0,0.0,False,True,2022-02-03 07:20:00+05:30,4.0,8.04,29.0,0.0,,,,30.0,,,,,,,,
1014,2022-02-18 17:15:00+05:30,NL-CHS1,NL,NL-CHS,False,17,8.9,8.07,28.0,,False,True,2022-02-03 17:45:00+05:30,8.4,8.21,29.0,,,,,,,,,,,,,
1125,2022-03-08 07:10:00+05:30,NL-CHS1,NL,NL-CHS,True,7,4.2,7.73,27.0,0.0,False,True,2022-02-18 07:25:00+05:30,3.4,7.58,28.0,0.0,,,,30.0,,,,,,,,
1129,2022-03-08 17:15:00+05:30,NL-CHS1,NL,NL-CHS,False,17,11.6,8.18,27.0,,False,True,2022-02-18 17:15:00+05:30,8.9,8.07,28.0,,,,,,,,,,,,,
1229,2022-03-23 07:00:00+05:30,NL-CHS1,NL,NL-CHS,True,7,3.2,7.94,25.0,0.03,False,True,2022-03-08 07:10:00+05:30,4.2,7.73,27.0,0.0,,,,60.0,,,,,,,,
1234,2022-03-23 17:10:00+05:30,NL-CHS1,NL,NL-CHS,False,17,11.5,8.17,25.0,,False,True,2022-03-08 17:15:00+05:30,11.6,8.18,27.0,,,,,60.0,,,,,,,,
1346,2022-04-08 07:15:00+05:30,NL-CHS1,NL,NL-CHS,True,7,3.9,8.02,26.0,0.0,False,True,2022-03-23 07:00:00+05:30,3.2,7.94,25.0,0.03,,,,60.0,,,,,,,,
1355,2022-04-08 17:10:00+05:30,NL-CHS1,NL,NL-CHS,False,17,8.9,8.29,26.0,,False,True,2022-03-23 17:10:00+05:30,11.5,8.17,25.0,,,,,60.0,,,,,,,,
1462,2022-04-22 09:16:00+05:30,NL-CHS1,NL,NL-CHS,True,9,3.4,8.03,26.0,,False,True,2022-04-08 07:15:00+05:30,3.9,8.02,26.0,0.0,,,,70.0,,,,,,,,
1466,2022-04-22 17:10:00+05:30,NL-CHS1,NL,NL-CHS,False,17,11.3,8.36,26.0,,False,True,2022-04-08 17:10:00+05:30,8.9,8.29,26.0,,,,,70.0,,,,,,,,
1570,2022-05-07 07:28:00+05:30,NL-CHS1,NL,NL-CHS,True,7,3.6,8.57,21.0,,False,True,2022-04-22 09:16:00+05:30,3.4,8.03,26.0,,,,,30.0,3000.0,,,,,,,
1572,2022-05-07 16:30:00+05:30,NL-CHS1,NL,NL-CHS,False,16,10.2,8.99,21.0,,False,True,2022-04-22 17:10:00+05:30,11.3,8.36,26.0,,,,,30.0,3000.0,,,,,,,
1706,2022-05-26 07:05:00+05:30,NL-CHS1,NL,NL-CHS,True,7,4.2,8.11,22.0,0.0,False,True,2022-05-07 07:28:00+05:30,3.6,8.57,21.0,,,,,40.0,3000.0,,,,,,,
1710,2022-05-26 17:05:00+05:30,NL-CHS1,NL,NL-CHS,False,17,8.3,8.41,22.0,,False,True,2022-05-07 16:30:00+05:30,10.2,8.99,21.0,,,,,40.0,3000.0,,,,,,,
1834,2022-06-14 07:01:00+05:30,NL-CHS1,NL,NL-CHS,True,7,3.4,8.0,25.0,0.0,False,True,2022-05-26 07:05:00+05:30,4.2,8.11,22.0,0.0,,,,40.0,3000.0,,,,,,,
1843,2022-06-14 17:01:00+05:30,NL-CHS1,NL,NL-CHS,False,17,9.6,8.22,25.0,0.0,False,True,2022-05-26 17:05:00+05:30,8.3,8.41,22.0,,,,,40.0,3000.0,,,,,,,
1937,2022-06-25 07:15:00+05:30,NL-CHS1,NL,NL-CHS,True,7,3.9,8.37,37.0,0.0,False,True,2022-06-14 07:01:00+05:30,3.4,8.0,25.0,0.0,,,,40.0,3000.0,,,,,,,
1939,2022-06-25 16:35:00+05:30,NL-CHS1,NL,NL-CHS,False,16,10.5,8.54,37.0,0.0,False,True,2022-06-14 17:01:00+05:30,9.6,8.22,25.0,0.0,,,,40.0,3000.0,,,,,,,
2015,2022-07-12 06:50:00+05:30,NL-CHS1,NL,NL-CHS,True,6,3.8,7.85,28.0,0.0,False,True,2022-06-25 07:15:00+05:30,3.9,8.37,37.0,0.0,,,,40.0,3000.0,,,,,,,
2019,2022-07-12 16:45:00+05:30,NL-CHS1,NL,NL-CHS,False,16,10.2,8.36,28.0,0.0,False,True,2022-06-25 16:35:00+05:30,10.5,8.54,37.0,0.0,,,,40.0,3000.0,,,,,,,
